django.utils.autoreload INFO 2023-03-09 19:45:47,254 autoreload 39084 45804 Watching for file changes with StatReloader
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 33, in form_save
    article_obj.save()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 812, in save
    self.save_base(
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 863, in save_base
    updated = self._save_table(
              ^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 976, in _save_table
    updated = self._do_update(
              ^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 1040, in _do_update
    return filtered._update(values) > 0
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 1216, in _update
    return query.get_compiler(self.db).execute_sql(CURSOR)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\compiler.py", line 1822, in execute_sql
    cursor = super().execute_sql(result_type)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\compiler.py", line 1398, in execute_sql
    cursor.execute(sql, params)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 103, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 67, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: outing_article
django.utils.autoreload INFO 2023-03-10 09:44:06,470 autoreload 49008 47600 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 09:44:06,979 autoreload 49736 49132 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 09:44:20,557 autoreload 49736 49132 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 09:44:21,088 autoreload 48920 35880 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 09:44:24,548 views 48920 43484 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 09:44:24,548 views 48920 43484 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 09:44:24,548 views 48920 43484 POST
outing.views INFO 2023-03-10 09:44:24,548 views 48920 43484 POST
outing.views DEBUG 2023-03-10 09:44:24,548 views 48920 43484 POST
outing.views DEBUG 2023-03-10 09:44:24,548 views 48920 43484 POST
outing.views ERROR 2023-03-10 09:44:24,548 views 48920 43484 POST
outing.views ERROR 2023-03-10 09:44:24,548 views 48920 43484 POST
outing.views INFO 2023-03-10 09:44:24,548 views 48920 43484 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 09:44:24,548 views 48920 43484 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 09:44:24,549 views 48920 43484 2023-03-10
outing.views INFO 2023-03-10 09:44:24,549 views 48920 43484 2023-03-10
django.request ERROR 2023-03-10 09:44:24,591 log 48920 43484 Internal Server Error: /outing/api/form/save
Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
sqlite3.OperationalError: no such table: outing_article

The above exception was the direct cause of the following exception:

Traceback (most recent call last):
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\exception.py", line 55, in inner
    response = get_response(request)
               ^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\core\handlers\base.py", line 197, in _get_response
    response = wrapped_callback(request, *callback_args, **callback_kwargs)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\mysite\outing\views.py", line 33, in form_save
    article_obj.save()
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 812, in save
    self.save_base(
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 863, in save_base
    updated = self._save_table(
              ^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 976, in _save_table
    updated = self._do_update(
              ^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\base.py", line 1040, in _do_update
    return filtered._update(values) > 0
           ^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\query.py", line 1216, in _update
    return query.get_compiler(self.db).execute_sql(CURSOR)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\compiler.py", line 1822, in execute_sql
    cursor = super().execute_sql(result_type)
             ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\models\sql\compiler.py", line 1398, in execute_sql
    cursor.execute(sql, params)
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 103, in execute
    return super().execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 67, in execute
    return self._execute_with_wrappers(
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 80, in _execute_with_wrappers
    return executor(sql, params, many, context)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 84, in _execute
    with self.db.wrap_database_errors:
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\utils.py", line 91, in __exit__
    raise dj_exc_value.with_traceback(traceback) from exc_value
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\utils.py", line 89, in _execute
    return self.cursor.execute(sql, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File "E:\repos\github\empty-py-demo\env1\Lib\site-packages\django\db\backends\sqlite3\base.py", line 357, in execute
    return Database.Cursor.execute(self, query, params)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
django.db.utils.OperationalError: no such table: outing_article
django.utils.autoreload INFO 2023-03-10 09:55:23,368 autoreload 42160 45132 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 09:55:27,624 views 42160 35168 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 09:55:27,624 views 42160 35168 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 09:55:27,624 views 42160 35168 POST
outing.views INFO 2023-03-10 09:55:27,624 views 42160 35168 POST
outing.views DEBUG 2023-03-10 09:55:27,624 views 42160 35168 POST
outing.views DEBUG 2023-03-10 09:55:27,624 views 42160 35168 POST
outing.views ERROR 2023-03-10 09:55:27,625 views 42160 35168 POST
outing.views ERROR 2023-03-10 09:55:27,625 views 42160 35168 POST
outing.views INFO 2023-03-10 09:55:27,625 views 42160 35168 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 09:55:27,625 views 42160 35168 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 09:55:27,625 views 42160 35168 2023-03-10
outing.views INFO 2023-03-10 09:55:27,625 views 42160 35168 2023-03-10
django.utils.autoreload INFO 2023-03-10 09:59:18,110 autoreload 42160 45132 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 09:59:18,659 autoreload 49584 36144 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 09:59:42,268 autoreload 49584 36144 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 09:59:42,762 autoreload 48548 49144 Watching for file changes with StatReloader
django.utils.autoreload INFO 2023-03-10 10:00:18,862 autoreload 48548 49144 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:00:19,375 autoreload 18908 49332 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:00:26,361 views 18908 44092 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:00:26,361 views 18908 44092 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:00:26,362 views 18908 44092 POST
outing.views INFO 2023-03-10 10:00:26,362 views 18908 44092 POST
outing.views DEBUG 2023-03-10 10:00:26,362 views 18908 44092 POST
outing.views DEBUG 2023-03-10 10:00:26,362 views 18908 44092 POST
outing.views ERROR 2023-03-10 10:00:26,362 views 18908 44092 POST
outing.views ERROR 2023-03-10 10:00:26,362 views 18908 44092 POST
outing.views INFO 2023-03-10 10:00:26,363 views 18908 44092 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:00:26,363 views 18908 44092 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:00:26,363 views 18908 44092 2023-03-10
outing.views INFO 2023-03-10 10:00:26,363 views 18908 44092 2023-03-10
outing.views INFO 2023-03-10 10:00:26,364 views 18908 44092 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:00:26,364 views 18908 44092 <RawQuerySet: select * from Article>
outing.views WARNING 2023-03-10 10:00:34,399 views 18908 44092 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:00:34,399 views 18908 44092 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:00:34,399 views 18908 44092 POST
outing.views INFO 2023-03-10 10:00:34,399 views 18908 44092 POST
outing.views DEBUG 2023-03-10 10:00:34,399 views 18908 44092 POST
outing.views DEBUG 2023-03-10 10:00:34,399 views 18908 44092 POST
outing.views ERROR 2023-03-10 10:00:34,399 views 18908 44092 POST
outing.views ERROR 2023-03-10 10:00:34,399 views 18908 44092 POST
outing.views INFO 2023-03-10 10:00:34,400 views 18908 44092 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:00:34,400 views 18908 44092 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:00:34,400 views 18908 44092 2023-03-10
outing.views INFO 2023-03-10 10:00:34,400 views 18908 44092 2023-03-10
outing.views INFO 2023-03-10 10:00:34,401 views 18908 44092 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:00:34,401 views 18908 44092 <RawQuerySet: select * from Article>
django.utils.autoreload INFO 2023-03-10 10:00:53,560 autoreload 18908 49332 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:00:54,064 autoreload 49820 49248 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:00:56,070 views 49820 44996 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:00:56,070 views 49820 44996 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:00:56,070 views 49820 44996 POST
outing.views INFO 2023-03-10 10:00:56,070 views 49820 44996 POST
outing.views DEBUG 2023-03-10 10:00:56,070 views 49820 44996 POST
outing.views DEBUG 2023-03-10 10:00:56,070 views 49820 44996 POST
outing.views ERROR 2023-03-10 10:00:56,070 views 49820 44996 POST
outing.views ERROR 2023-03-10 10:00:56,070 views 49820 44996 POST
outing.views INFO 2023-03-10 10:00:56,071 views 49820 44996 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:00:56,071 views 49820 44996 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:00:56,071 views 49820 44996 2023-03-10
outing.views INFO 2023-03-10 10:00:56,071 views 49820 44996 2023-03-10
outing.views INFO 2023-03-10 10:00:56,072 views 49820 44996 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:00:56,072 views 49820 44996 <RawQuerySet: select * from Article>
django.utils.autoreload INFO 2023-03-10 10:01:38,603 autoreload 49820 49248 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:01:39,094 autoreload 44064 35516 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:01:42,125 views 44064 47484 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:01:42,125 views 44064 47484 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:01:42,125 views 44064 47484 POST
outing.views INFO 2023-03-10 10:01:42,125 views 44064 47484 POST
outing.views DEBUG 2023-03-10 10:01:42,125 views 44064 47484 POST
outing.views DEBUG 2023-03-10 10:01:42,125 views 44064 47484 POST
outing.views ERROR 2023-03-10 10:01:42,125 views 44064 47484 POST
outing.views ERROR 2023-03-10 10:01:42,125 views 44064 47484 POST
outing.views INFO 2023-03-10 10:01:42,126 views 44064 47484 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:01:42,126 views 44064 47484 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:01:42,126 views 44064 47484 2023-03-10
outing.views INFO 2023-03-10 10:01:42,126 views 44064 47484 2023-03-10
outing.views INFO 2023-03-10 10:01:42,127 views 44064 47484 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:01:42,127 views 44064 47484 <RawQuerySet: select * from Article>
outing.views WARNING 2023-03-10 10:01:51,551 views 44064 47484 <WSGIRequest: POST '/outing/api/form/save'>
outing.views WARNING 2023-03-10 10:01:51,551 views 44064 47484 <WSGIRequest: POST '/outing/api/form/save'>
outing.views INFO 2023-03-10 10:01:51,551 views 44064 47484 POST
outing.views INFO 2023-03-10 10:01:51,551 views 44064 47484 POST
outing.views DEBUG 2023-03-10 10:01:51,551 views 44064 47484 POST
outing.views DEBUG 2023-03-10 10:01:51,551 views 44064 47484 POST
outing.views ERROR 2023-03-10 10:01:51,551 views 44064 47484 POST
outing.views ERROR 2023-03-10 10:01:51,551 views 44064 47484 POST
outing.views INFO 2023-03-10 10:01:51,552 views 44064 47484 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:01:51,552 views 44064 47484 今日最牛大外宣 --- 内容本身就很牛
outing.views INFO 2023-03-10 10:01:51,552 views 44064 47484 2023-03-10
outing.views INFO 2023-03-10 10:01:51,552 views 44064 47484 2023-03-10
outing.views INFO 2023-03-10 10:01:51,553 views 44064 47484 <RawQuerySet: select * from Article>
outing.views INFO 2023-03-10 10:01:51,553 views 44064 47484 <RawQuerySet: select * from Article>
django.utils.autoreload INFO 2023-03-10 10:18:45,614 autoreload 44064 35516 E:\repos\github\empty-py-demo\mysite\outing\views.py changed, reloading.
django.utils.autoreload INFO 2023-03-10 10:18:46,151 autoreload 45624 49800 Watching for file changes with StatReloader
outing.views WARNING 2023-03-10 10:18:52,858 views 45624 33396 <WSGIRequest: POST '/outing/api/form/save'>
